centro_nro_registro,centro_tipo,dependecia_funcional,dependecia_patrimonial,oferta_asistecial,municipio_nombre,direccion_vial_tipo,direccion_vial_nombre,direccion_vial_nro,direccion_informacon_adicional,direccion_codigo_postal,localizacion_coordenada_x,localizacion_coordenada_y,latitud,longitud
CS0358,Centro Polivalente,Privado No Benéfico,Privados,Medicina estética,Madrid,CALLE,del General Pardińas,116,BAJO-DCHA.,28006,442537,4476438,40.43660226055603,-3.677518755239176
CS0366,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Guzmán el Bueno,22,1ş IZQDA,28015,439509,4476025,40.4326670473545,-3.713178586346316
CS0368,Centro Polivalente,Privado No Benéfico,Privados,Ginecología,Madrid,PASEO,de la Habana,170,BAJO,28036,442243,4478971,40.45940033743213,-3.681215295208597
CS0369,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Podología,Madrid,CALLE,de la Hacienda de Pavones,40,BAJO A,28030,445109,4472741,40.403471310839926,-3.646876324314994
CS0372,Otros proveedores de asistencia sanitaria sin internamiento,Privado No Benéfico,Privados,Enfermería,Madrid,CALLE,de Hermosilla,84,"1ş A, E, D y F",28001,442617,4475245,40.42586064363226,-3.6764678741021872
CS0373,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Hilarión Eslava,12,1ş-B,28015,439217,4476117,40.433474534625915,-3.7166297602719305
CS0377,Centro de salud,Servicios o Institutos de Salud de las CC.AA,Servicio Madrileńo de Salud,Vacunación,Madrid,CALLE,de Ibiza,7,,28009,442480,4474430,40.41850924607252,-3.6780090925714477
CS0380,Centro Polivalente,Privado No Benéfico,Privados,Dermatología,Madrid,CALLE,de Ibiza,66,1şB,28009,443113,4474350,40.417832076101874,-3.6705410242659786
CS0386,Otros centros especializados,Otros CESS Públicos de dependencia Autonómica,Comunidad Autónoma,Atención sanitaria a drogodependientes,Madrid,CALLE,del Jaspe,40,,28026,439996,4470274,40.38089455370277,-3.7068951178021887
CS0393,Centro Polivalente,Privado No Benéfico,Privados,Reumatología,Madrid,CALLE,de José Abascal,42,1şIZQUIERDA,28010,441077,4476611,40.43805856220826,-3.694747773619169
CS0399,Centro de salud,Servicios o Institutos de Salud de las CC.AA,Servicio Madrileńo de Salud,Pediatría,Madrid,CALLE,de José de Cadalso,51,,28044,434772,4469978,40.37783551550257,-3.768402683267654
CS0401,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,del Lago Constanza,3,1ş,28017,445059,4476007,40.43289001330193,-3.6477476426328037
CS0403,Centro de salud,Servicios o Institutos de Salud de las CC.AA,Servicio Madrileńo de Salud,Enfermería,Madrid,CALLE,de San Claudio,154,,28038,445758,4471107,40.38879375490979,-3.6390892847813743
CS0407,Consulta médica,Privado No Benéfico,Privados,Medicina estética,Madrid,CALLE,de López de Aranda,24,,28027,445933,4477097,40.442766616963176,-3.63753664758012
CS0414,Consulta médica,Privado No Benéfico,Privados,Oftalmología,Madrid,PLAZA,de Manuel Becerra,18,1ş,28028,443246,4475415,40.42743523893392,-3.6690684735259436
CS0418,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de María de Guzmán,8,1ş A,28003,440353,4477304,40.444249792797365,-3.703348750827056
CS0420,Otros proveedores de asistencia sanitaria sin internamiento,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de la Marroquina,114,BAJO C,28030,445253,4473607,40.411282234564275,-3.6452539240520023
CS0422,Consulta médica,Privado No Benéfico,Privados,Medicina estética,Madrid,CALLE,del Marqués del Riscal,9,BAJO,28010,441392,4475791,40.43069387807246,-3.690958316504567
CS0423,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Meléndez Valdés,52-54,BAJO C/V A C/ A,28015,439363,4476082,40.43316989663339,-3.714905212627159
CS0428,Centro Polivalente,Privado No Benéfico,Privados,Psicología clínica,Madrid,CALLE,del Mercurio,9,LOCAL,28032,448492,4472939,40.40547118444091,-3.607026753902262
CS0429,Centro Polivalente,Privado No Benéfico,Privados,Podología,Madrid,CALLE,de Mérida,8,BAJO,28030,445961,4473147,40.4071845410503,-3.6368707884399156
CS0434,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Modesto Lafuente,46,BAJO,28003,440979,4476935,40.44097035066107,-3.695933286176905
CS0439,Otros centros especializados,Otros CESS Públicos de dependencia Autonómica,Comunidad Autónoma,Atención sanitaria a drogodependientes,Madrid,CALLE,de Nuestra Seńora del Carmen,46,,28039,440299,4479198,40.4613078535545,-3.704163551006982
CS0447,Otros centros especializados,Mutua de Accidentes de Trabajo,Mútua Patronal,Cirugía plástica y reparadora,Madrid,AVDA,de Pablo Iglesias,20,BAJO,28003,440052,4477483,40.445840651568744,-3.7069147371777733
CS0448,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,del Pico de los Artilleros,25,BAJO-D,28030,445760,4473068,40.40645978965179,-3.6392327795305
CS0449,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Pinos Alta,7,1şA 2Ş ESCALE,28029,441037,4479633,40.46527921074467,-3.695499990908511
CS0454,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de la Princesa,64,2ş,28015,439234,4475863,40.43118763760251,-3.716405061869647
CS0455,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,del Príncipe de Vergara,122,1şE,28002,442475,4476951,40.44121932707901,-3.6782961641725267
CS0456,Otros centros especializados,Privado No Benéfico,Privados,Medicina general/de familia,Madrid,CALLE,del Príncipe de Vergara,55,1şC,28006,442345,4476028,40.43289549162867,-3.679745188519289
CS0457,Centro de salud,Servicios o Institutos de Salud de las CC.AA,Servicio Madrileńo de Salud,Enfermería,Madrid,CALLE,de Pío Felipe,26,,28038,444529,4471702,40.39407294352893,-3.6536205292424455
CS0458,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,del Príncipe de Vergara,210,ESC.C 1ş B,28002,442561,4478050,40.451125586657554,-3.677381564076322
CS0459,Centro de salud,Servicios o Institutos de Salud de las CC.AA,Servicio Madrileńo de Salud,Pediatría,Madrid,CALLE,de los Reyes Magos,19-21,,28007,442563,4473275,40.408110129822994,-3.6769265306208725
CS0467,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,AVDA,de la Reina Victoria,40,1şA,28003,439703,4477608,40.44694146426093,-3.7110417583054383
CS0468,Centro Polivalente,Privado No Benéfico,Privados,Cirugía general y digestivo,Madrid,CALLE,de Ramón Power,40,BAJO,28043,446669,4479386,40.46343472502762,-3.629050792634734
CS0469,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Psicología clínica,Madrid,CALLE,de Ríos Rosas,54,BAJO IZQUIERDA,28003,441008,4476999,40.44154894928458,-3.6955973056802502
CS0470,Consulta médica,Privado No Benéfico,Privados,Terapias no convencionales,Madrid,PASEO,de San Francisco de Sales,4,2ş,28003,439233,4476807,40.43969151031109,-3.7165071176145994
CS0472,Otros proveedores de asistencia sanitaria sin internamiento,Privado No Benéfico,Privados,Cirugía general y digestivo,Madrid,PLAZA,de San Juan de la Cruz,7,LOCAL 4,28003,441045,4476947,40.44108313412428,-3.6951562294599913
CS0474,Consulta médica,Privado No Benéfico,Privados,Medicina interna,Madrid,CALLE,de Santa Engracia,141,6ş OFICINA 1,28003,440413,4477212,40.44342531945175,-3.7026326600242196
CS0478,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Santísima Trinidad,26,1ş A,28010,440545,4476563,40.43758829193644,-3.7010155306699524
CS0482,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Sierra Carbonera,2,1ş,28053,443766,4471762,40.394562292419046,-3.6626157693934873
CS0486,Consulta médica,Privado No Benéfico,Privados,Obtención de muestras,Madrid,CALLE,de Sor Ángela de la Cruz,22,2şA,28020,441056,4479033,40.459875509444615,-3.6952201636695206
CS0487,Centro Polivalente,Mutua de Accidentes de Trabajo,Mútua Patronal,Fisioterapia,Madrid,CALLE,de Ulises,31-35,BAJO,28043,444655,4478773,40.45778080048891,-3.65275147235682
CS0489,Consulta médica,Privado No Benéfico,Privados,Medicina general/de familia,Madrid,PLAZA,de Valparaíso,8,BAJO,28016,442278,4478456,40.45476341666611,-3.6807556866368087
CS0496,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de la Virgen de Lourdes,20,1şIZQ.,28027,444222,4476343,40.435861170389046,-3.657644647569815
CS0498,Consulta médica,Privado No Benéfico,Privados,Otorrinolaringología,Madrid,CALLE,de la Virgen del Sagrario,4,ESCALERA CENT,28027,445100,4476114,40.433856635403885,-3.647273529726883
CS0501,Centro de salud,Servicios o Institutos de Salud de las CC.AA,Servicio Madrileńo de Salud,Pediatría,Madrid,CALLE,de Visitación,5,,28026,440440,4470393,40.38199842301332,-3.7016759387384583
CS0575,Consulta médica,Privado No Benéfico,Privados,Cirugía ortopédica y Traumatología,Madrid,CALLE,de Almansa,110,BAJO,28040,439334,4477874,40.44931085314895,-3.715418214301235
CS0581,Centro de salud,Servicios o Institutos de Salud de las CC.AA,Servicio Madrileńo de Salud,Enfermería,Madrid,CALLE,de Benita Ávila,26,,28043,444866,4479585,40.46510972871162,-3.650333582582799
CS0582,Consulta médica,Privado No Benéfico,Privados,Alergología,Madrid,PLAZA,de Castilla,3,2ş B,28046,441467,4479717,40.46606632426937,-3.6904360113159234
CS0584,Centro Polivalente,Privado No Benéfico,Privados,Cirugía general y digestivo,Madrid,CALLE,del Conde Duque,21,BAJO Y PRIMERO,28015,439840,4475665,40.429448016310886,-3.7092423645747097
CS0585,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Don Ramón de la Cruz,98,1ş A,28006,443140,4475517,40.4283468694361,-3.670327141122575
CS0586,Centro de salud,Servicios o Institutos de Salud de las CC.AA,Servicio Madrileńo de Salud,Vacunación,Madrid,CALLE,del Doctor Cirajas,20,,28017,445970,4476279,40.43540002068997,-3.6370308237997198
CS0587,Otros proveedores de asistencia sanitaria sin internamiento,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de los Emigrantes,13,1şD,28043,445926,4479863,40.467683763486086,-3.637854777559347
CS0594,Consulta médica,Privado No Benéfico,Privados,Dermatología,Madrid,CALLE,del General Álvarez de Castro,19,BAJO,28010,440416,4476350,40.435660261026435,-3.7025164493008287
CS0595,Centro Polivalente,Privado No Benéfico,Privados,Hospital de día,Madrid,CALLE,del General López Pozas,10,,28036,441910,4479547,40.46456598466854,-3.6851953220861553
CS0597,Centro de salud,Servicios o Institutos de Salud de las CC.AA,Servicio Madrileńo de Salud,Pediatría,Madrid,CALLE,de la Guayaba,S/N,C/V C/ANTONIA,28044,436532,4469371,40.37250328533029,-3.747610685782271
CS0599,Consulta médica,Privado No Benéfico,Privados,Ginecología,Madrid,CALLE,de José Abascal,36,BAJO SEMISÓTANO,28003,441006,4476615,40.43808956228866,-3.695585231458672
CS0601,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Luchana,28,2ş C,28010,440702,4475844,40.43112242421657,-3.6990974365463227
CS0607,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de la Oca,81,1ş-C,28025,437066,4471133,40.388416669635845,-3.7414950372032414
CS0611,Centro de salud,Servicios o Institutos de Salud de las CC.AA,Servicio Madrileńo de Salud,Odontología/Estomatología,Madrid,AVDA,de la Reina Victoria,21,,28003,440001,4477594,40.44683690689187,-3.7075265780490887
CS0624,Centro Polivalente,Privado No Benéfico,Privados,Medicina estética,Madrid,PASEO,de la Castellana,119,BAJO,28046,441435,4478746,40.45731688762355,-3.6907238444699413
CS0625,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,del El Toboso,95,BAJO,28019,437714,4471644,40.39306869058047,-3.7339108017212954
CS0628,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,AVDA,de la Albufera,266,LOCAL,28018,445566,4470973,40.387574074393235,-3.641339879317756
CS0632,Consulta médica,Privado No Benéfico,Privados,Medicina general/de familia,Madrid,AVDA,de Moratalaz,92,1şDCHA.,28030,444959,4473077,40.406488295263166,-3.648672985729847
CS0642,Centro de salud,Servicios o Institutos de Salud de las CC.AA,Servicio Madrileńo de Salud,Obtención de muestras,Madrid,AVDA,de la Albufera,285,,28038,445703,4470967,40.38752896307015,-3.6397253332036286
CS0657,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Zurbano,48,BAJO IZQUIERDA,28010,441210,4476129,40.43372589680374,-3.69313511831659
CS0659,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de los Astros,14,BAJO A,28007,443380,4473578,40.41089568934839,-3.6673253227468594
CS0660,Consulta médica,Privado No Benéfico,Privados,Oncología,Madrid,CALLE,de José Abascal,40,2ş Y 3ş,28003,441054,4476612,40.4380659406804,-3.6950190352649854
CS0661,Centro Polivalente,Privado No Benéfico,Privados,Neumología,Madrid,CALLE,de Montesa,15,BAJO,28006,442957,4475460,40.42782085585215,-3.6724792876470764
CS0662,Centro de salud,Servicios o Institutos de Salud de las CC.AA,Servicio Madrileńo de Salud,Vacunación,Madrid,CALLE,de Martínez de la Riva,55,,28018,443515,4471478,40.39198687083225,-3.665547970871261
CS0666,Consulta médica,Privado No Benéfico,Privados,Dermatología,Madrid,CALLE,de Guzmán el Bueno,64,6şC,28015,439542,4476554,40.43743490344832,-3.712839876324109
CS0672,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Santa Engracia,169,2ş A,28003,440352,4477405,40.445159572304966,-3.703370026216111
CS0676,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,del Jilguero,6,LOCAL,28025,438066,4470590,40.383600017497926,-3.7296610558415613
CS0678,Centro Polivalente,Privado No Benéfico,Privados,Hematología clínica,Madrid,CALLE,de Lope de Rueda,46,BJ y 1ş A-B-C-D,28009,442495,4474515,40.41927600669378,-3.6778399790716145
CS0680,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de la Inmaculada Concepción,40,BAJO,28019,439535,4471536,40.392229958523366,-3.712445451502758
CS0683,Centro Polivalente,Privado No Benéfico,Privados,Medicina general/de familia,Madrid,CALLE,Vía Carpetana,201,LOCAL IZQ.,28047,436836,4471169,40.388723565946734,-3.7442082749461996
CS0685,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Recoletos,10,2ş A,28001,441438,4474812,40.421877814082166,-3.6903258616578647
CS0686,Centro Polivalente,Privado No Benéfico,Privados,Fisioterapia,Madrid,CALLE,de Zurbano,29,BAJO IZQUIERDA,28010,441170,4475865,40.4313448334443,-3.6935822502579327
CS0687,Centro Polivalente,Privado No Benéfico,Privados,Dermatología,Madrid,CALLE,del Cinca,6,,28002,442182,4477918,40.44991019377139,-3.6818388158014126
CS0691,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Antonio de Leyva,73,1şC,28019,439210,4471126,40.38851282260223,-3.7162354388924173
CS0693,Centro de diagnóstico,Privado No Benéfico,Privados,Radiodiagnóstico,Madrid,CALLE,de María de Molina,12,1ş-DERECHA,28006,441688,4476564,40.437678232136975,-3.687539792168323
CS0695,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de los Sagrados Corazones,26,LOCAL,28011,437171,4473212,40.40715311734826,-3.7404631699349875
CS0698,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Rufino Blanco,16,LOCAL,28028,443511,4475376,40.42710194290349,-3.6659411445390293
CS0699,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,Vía Carpetana,109,,28047,437265,4471759,40.39407096341813,-3.7392122445500258
CS0702,Centro Polivalente,Privado No Benéfico,Privados,Enfermería,Madrid,CALLE,de Manuel Álvarez,4,,28025,436895,4471168,40.38871902897615,-3.7435130840292503
CS0705,Otros proveedores de asistencia sanitaria sin internamiento,Privado No Benéfico,Privados,Cirugía menor ambulatoria,Madrid,CALLE,de Teresita González Quevedo,7,BAJO DCHA.,28020,440874,4478642,40.45634028765372,-3.6973302080546944
CS0707,Consulta médica,Privado No Benéfico,Privados,Medicina general/de familia,Madrid,CALLE,de la Oca,58,1şDCHA.,28025,437374,4471242,40.38942180161929,-3.737877151281465
CS0713,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Andrés Mellado,8,BAJO-IZDA.,28015,439399,4475860,40.43117264977304,-3.7144596403151566
CS0714,Otros proveedores de asistencia sanitaria sin internamiento,Privado No Benéfico,Privados,Enfermería,Madrid,PASEO,de la Castellana,179,4ş A,28046,441487,4479383,40.46305892004426,-3.6901693160994857
CS0719,Otros proveedores de asistencia sanitaria sin internamiento,Privado No Benéfico,Privados,Cirugía menor ambulatoria,Madrid,CALLE,de Velázquez,27,2ş IZQUIERDA,28001,441942,4475097,40.42448055537843,-3.6844111605891245
CS0724,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Vital Aza,66,LOCAL,28017,445780,4476010,40.43296435211406,-3.6392479023092514
CS0730,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Artajona,1,BAJO-A,28039,439108,4479384,40.462896985083496,-3.718228010636073
CS0733,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,del General Gallegos,3,BAJO LOCAL,28036,441820,4479176,40.461217558676076,-3.6862228244447053
CS0740,Centro de salud,Servicios o Institutos de Salud de las CC.AA,Servicio Madrileńo de Salud,Obtención de muestras,Madrid,CALLE,de Alcalá de Guadaira,4,,28018,444228,4471216,40.389674663917255,-3.657124463340452
CS0741,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Boltańa,19,2 ESCALERA BA,28022,448039,4477409,40.44571157742372,-3.6127304263452946
